year,iso,aco,ch,che,cheb,chech,chee,chefs,chenfd,cmp,dcsfd,dd1,dvc,dvp,dvpdp,dvt,emp,fca,icapt,lco,opprft,pi,revt,foreign,firms
2001,MUS,650.5133999999999,795.4665454545454,12.6486,-89.59,-61.50433333333334,-118.0935,2435.226,,0,,260.4175714285714,98.74033333333334,0,0,98.74033333333334,.234,23.950625,2597.312636363636,737.2598,,412.1476363636364,1929.034090909091,1,11
2002,MUS,482.4442857142857,717.0065714285713,26.01842857142858,-25.94775000000001,-41.0986,-52.18999999999999,1657.4315,,0,,93.99760000000001,101.6923076923077,0,0,101.6923076923077,,21.5277,2863.437357142857,742.8804285714286,,310.6186428571428,1762.082785714286,1,14
2003,MUS,249.3605,667.8004285714285,144.0398333333333,-93.1631,46.65054545454546,-44.865,2540.806333333333,,0,,148.4275,111.7626842105263,0,0,111.7626842105263,.3935,65.05564705882352,2605.992333333333,609.6659166666667,,312.0008095238095,2084.805666666667,1,21
2004,MUS,56.12656250000001,658.3379600000001,191.8031250000001,-70.30986666666666,112.0430666666666,41.7332,2631.944333333333,,0,,168.2685789473684,119.4009090909091,1.4665,0,119.5342272727273,1.1336,69.24366666666667,2847.72392,484.4542499999999,,389.7326799999999,2094.29008,1,25
2005,MUS,89.64788235294117,705.6609285714286,200.1207647058824,39.871875,-70.61718749999999,-30.74531250000001,1961.5324,,0,,168.263875,123.23344,1.4665,0,123.35076,1.3111,57.51159090909091,2951.981785714286,433.7128235294118,,397.2566071428572,2082.467642857143,1,28
2006,MUS,260.6158,869.3629090909092,199.50795,-31.00194736842105,-23.65452631578947,-54.65642105263156,2302.0405,,0,,176.84612,149.8495909090909,1.7065,0,150.0047272727273,1.606916666666667,58.66596000000001,2892.954454545455,424.5966,,363.64,2099.504030303031,1,33
2007,MUS,140.6282916666667,1142.218025641026,239.3816666666666,-68.96139130434781,-21.73630434782607,-90.69769565217389,2772.626466666667,,,,192.8467857142857,144.7024444444444,3.733,0,144.8407037037037,1.504769230769231,40.438,3182.765076923077,446.935125,,413.2686923076923,2424.974974358974,1,39
2008,MUS,135.55196,1054.968309523809,231.03356,-76.27862499999999,-103.1886666666667,-179.4672916666667,2610.609999999999,,,,335.9734074074073,159.1656666666667,,0,159.1656666666667,1.773416666666667,71.21709375000002,3288.512047619047,481.23516,,491.0184047619046,2664.9285,1,42
2009,MUS,296.816425,808.517406779661,135.337625,-231.0860512820513,38.89697435897436,-192.1890512820513,2599.35552631579,,,,187.7752045454546,120.2317179487179,7.8665,0,117.61925,1.705615384615385,34.81589583333334,3266.812915254236,517.7212499999999,,320.4847966101696,2294.157254237287,1,59
2010,MUS,259.0005476190477,508.8887936507937,132.2661666666667,-181.8959268292683,-36.79026829268292,-218.6861951219512,1838.470571428571,,,,207.2432291666667,139.8269333333333,4.8665,0,135.6303548387097,1.757454545454545,23.70146,3368.743047619047,592.2556666666668,,249.791492063492,1836.686841269841,1,63
2011,MUS,322.6183181818182,445.4352121212121,170.5035227272727,-223.8419047619048,104.6544186046512,-113.9818604651163,1675.496772727273,,,,190.2967021276596,141.9439714285714,23.43533333333334,0,143.9527142857143,1.582846153846154,26.0624074074074,3945.28262121212,596.1477045454545,,352.2107878787879,2277.637090909091,1,66
2012,MUS,246.7883863636363,448.112393939394,119.9789545454545,-112.654,-57.08506818181819,-169.7390227272727,1908.214909090909,,,,202.389537037037,128.5070256410256,7.6045,,129.2869743589743,2.5625,31.11498245614035,4237.942545454546,517.2883636363637,,311.4197424242424,2373.687636363636,1,66
2013,MUS,359.3330795454545,476.7100362318841,136.1127272727273,-169.328511627907,-64.35564772727272,-239.3585813953489,1801.04702,,,,257.9507321428571,163.6677073170732,5.226,,164.1775609756097,2.39547619047619,20.88689473684211,4802.145137681159,641.507159090909,,435.3200144927537,2560.279862318841,1,69
2014,MUS,448.9111086956522,628.4140684931505,284.2372391304348,-226.5830326086956,117.0879782608695,-109.4950326086956,2111.631333333333,,,,254.9551754385965,122.1718095238095,11.80466666666667,,120.1541860465116,3.575318181818181,27.25680952380952,5321.192835616439,1026.566739130435,,341.4435410958905,2787.793076388889,1,73
2015,MUS,466.4087291666667,709.0768717948717,299.5147291666668,-121.4462391304347,-8.788063829787236,-133.0337826086956,2198.824633333333,,,,325.9958644067797,127.124641025641,7.4595,,124.692475,3.725136363636365,22.19535294117647,5358.354596153848,1094.863031914894,,374.0334166666666,2686.87492948718,1,78
2016,MUS,511.0309130434784,855.2867077922077,327.2365217391304,-85.355,24.27402173913045,-61.51897826086957,2552.452129032258,,,,437.9971727272726,99.0055581395349,7.1676,,97.56993181818184,4.032238095238095,33.61566153846154,6064.747584415582,1304.643755555556,,403.0419675324673,2735.294772727272,1,77
2017,MUS,287.83158,965.719716049383,407.9003400000001,-121.4368163265306,34.64326,-84.36483999999999,3274.736774193548,,,,568.1951272727273,131.801693877551,6.9595,,132.3698163265306,4.502615384615384,42.63567605633803,6818.779888888888,1074.701469387755,,389.3358024691357,3183.693888888889,1,81
2018,MUS,257.8447692307692,955.0218235294119,436.8703653846154,-98.39768627450982,120.638568627451,22.24025490196077,3252.220999999999,,,,447.0691206896551,120.2034081632653,6.141333333333333,,120.5794081632653,4.648758620689655,49.76656756756757,7219.895894117645,1115.84576923077,,381.2212235294118,3258.917299999999,1,85
2019,MUS,411.0773137254902,1138.383872093023,438.391588235294,34.74425490196076,-43.77641176470588,-9.032156862745085,5387.085542857143,,,,469.9916271186439,127.3239523809524,6.141333333333333,,127.7626190476191,3.756206896551725,41.13397333333335,7780.895616279067,1257.66982,,310.6432790697675,3480.440188235294,1,86
2020,MUS,241.35246,1405.580317647059,483.0476199999999,-108.3115306122449,128.801918367347,20.49040816326531,4595.090714285715,,,,622.336106060606,89.39834482758621,18.77466666666666,,88.29586666666667,2.53051724137931,30.42774999999999,6736.028676470588,876.9221276595746,,-5.246352941176501,2987.189652941177,1,85
2021,MUS,553.0492884615385,2290.547772727273,670.5965769230769,159.0989215686274,216.9571568627451,376.0561372549018,6280.567388888889,,,,586.187287878788,118.144,81.05,,119.6092,2.29134375,35.02009090909091,7967.102829545457,1483.576568627451,,201.2203068181819,2922.395943181818,1,88
2022,MUS,461.7326470588235,1908.529287356322,876.5870576923076,361.6827647058823,162.0393137254901,523.7220196078431,5468.109371428572,,,,773.2797575757575,148.3167741935484,81.05,,148.7475000000001,3.391937499999999,36.59482894736841,9561.261321839078,1628.150196078431,,587.0885057471262,4073.313712643675,1,87
2023,MUS,294.6914509803922,2405.04582352941,923.5884038461536,542.6508823529412,14.5136862745098,560.6733921568629,7326.786363636362,,,,654.0924918032788,161.092,2.1,,161.1556363636363,3.280787878787879,72.53563888888884,10570.07701176471,1555.903725490196,,794.8068117647059,4875.723235294119,1,85
2024,MUS,411.5734901960785,2385.675571428572,1118.432307692308,575.0883599999999,198.0790384615384,539.7057692307693,7857.8486875,,,,809.7482031249998,175.9404318181818,2.1,,175.9881590909091,3.514694444444445,34.51963768115942,11674.74023809524,1674.382509803921,,943.8297261904762,6008.605880952378,1,84
2025,MUS,2888.722166666667,3130.464943661972,1125.056155555556,812.2925333333333,52.22693333333334,864.5194888888891,11001.0015,,,,1128.867051282051,201.3857941176471,2.1,,201.4475588235294,5.018,32.41265909090909,11330.33673239437,2213.033977272727,,918.399633802817,6306.576985915493,1,71
1996,MWI,65.5,214.014,244.514,135,102.857,340,,,,,36.5,24.6825,,,24.6825,,-1,1008.6675,283.0515,,354.375,2281.3205,1,2
1997,MWI,87.5,120.345,144.845,170.514,-89.169,81.345,,,,,36.5,14.2295,,,14.2295,,7.5,1393.7905,274.99,,259.6455,2748.3845,1,2
1998,MWI,120.5165,200.158,271.633,,51.288,,2219.388,,,,32.5,105.257,,,105.257,,103.3873333333333,1299.530333333333,370.422,,501.2603333333333,2292.335333333333,1,3
1999,MWI,132,320.8995,290.8515,256,-46.7815,159,1625.552,,,,81,117.80825,,,117.80825,,87.30475,1281.87725,530.2995,,593.7855,2806.82125,1,4
2000,MWI,0,392.8056666666666,32.669,25.703,6.966,32.669,2512.4955,,,,0,107.751,,,107.751,,185.4,659.1053333333333,15.932,,359.1496666666667,874.2546666666667,1,3
2001,MWI,0,640.1465000000001,28.988,32.669,-3.681,28.988,1532.603666666667,,,,43.764,220,,-40,220,,96.117,618.4195,16.019,,240.54075,910.4059999999999,1,4
2002,MWI,799,977.9705,141.73,258.994,-117.264,141.73,2289.1195,,,,6.93,193.6666666666667,,,193.6666666666667,,119.125,1668.9975,76.764,,405.723,2663.591666666667,1,6
2003,MWI,198.0813333333333,1453.554,3827.038666666667,347.562,676.5586666666667,1024.120666666667,3376.0145,,,,130.04,233.3333333333333,,,233.3333333333333,.3925,11.04724999999999,2253.813571428571,4744.408333333334,,652.295142857143,2895.918285714286,1,7
2004,MWI,211.3155,1881.036666666666,3646.22025,776.3405,753.68875,1530.02925,3565.393,,,,165.296,287.9404,,779.698,287.9404,.4786666666666666,76.52057142857143,2804.028111111111,5163.138,,873.6543333333334,4201.084,1,9
2005,MWI,444.9735,1699.275545454545,4508.10825,1530.02925,106.524,1636.55325,4012.301571428572,,,,118.238,348.5,,907.292,348.5,2.0622,220.3647142857143,3464.608272727273,7078.83875,,951.3025454545455,4194.148636363637,1,11
2006,MWI,273.4406666666667,1789.4667,4010.333666666667,2210.071,-381.82,1828.251,3858.662142857142,,,,637.587,310.825,,1203.363,310.825,.5044999999999999,380.5045714285715,5479.6552,9219.007,,1516.7951,5149.479499999999,1,10
2007,MWI,773.8455,3589.532555555556,9500.3195,2718.8235,633.2455,3352.069,5678.766285714286,,,,487.5143333333333,516.75,,1236.274,516.75,.3726,564.197,6648.937888888889,18663.3785,,2193.638,6861.032777777777,1,9
2008,MWI,1008.977,3619.0828,7100.407666666666,2975.712666666667,-489.924,2485.788666666667,6384.294285714285,,,,391.4676,1134.833333333333,,1663.527,1134.833333333333,.444,639.9825714285715,9346.163400000001,17611.69333333333,,3176.9558,9822.608700000001,1,10
2009,MWI,1154.02975,4126.534181818182,6361.94475,2276.342,20.48524999999995,2296.82725,7096.381,,,,387.7138333333334,1071.703,,1968.493,1071.703,1.369666666666667,603.832125,10773.39572727273,16438.2575,,3330.593363636364,11261.90090909091,1,11
2010,MWI,1405.85075,5276.97290909091,4135.61375,2296.82725,-940.8625000000001,1355.96475,8970.208714285714,,,,1026.943166666667,1312.028375,,1792.58,1312.028375,2.407799999999999,609.5048571428571,12242.43518181818,17501.48,,4018.162272727273,13307.01263636364,1,11
2011,MWI,885.7452000000001,6172.880249999998,4643.2168,1096.0464,884.5905999999999,1980.637,12524.92357142857,,,,1019.894142857143,1477.975125,,3627.736,1477.975125,5.5395,362.4757777777778,14135.01991666667,17669.8926,,3704.65825,14251.344,1,12
2012,MWI,1981.5302,8825.358666666667,5816.247799999999,1691.037,693.6332,2384.6702,16153.40557142857,,,,1539.851333333334,1924.930666666667,,7060.019,1924.930666666667,3.1535,41.02922222222218,18901.52791666666,22346.8694,,5068.073166666667,19080.173,1,12
2013,MWI,2748.5138,16524.91561538462,18873.252,6254.0702,4114.3576,10368.4276,28225.249875,,,,1875.522111111111,2988.225,,11412.923,2988.225,3.19075,639.7914444444444,23906.40561538461,31746.1524,,9623.039307692306,30077.06153846153,1,13
2014,MWI,4718.567,19345.86576923077,22738.5252,10368.4276,2161.6722,12530.0998,32208.045625,,,,2529.7916,3022.8846,,15210.411,3022.8846,3.61625,1346.1696,31588.71715384615,38361.72139999999,,10826.44369230769,36210.72238461539,1,13
2015,MWI,1976.38175,26290.0175,34242.83975,15627.358,-5023.48475,10603.87325,38931.41075,,,,5464.896125,3284.145833333333,,17504.695,3284.145833333333,.6343333333333333,345.1674444444444,38925.48158333333,68115.611,,9161.091499999999,44054.64933333334,1,12
2016,MWI,2089.049166666667,36433.16392857143,25157.22533333334,8493.142400000001,-305.9215999999998,8187.2208,71463.84500000002,,,,3505.849875,3399.354166666667,,24237.65,3399.354166666667,2.5664,94.27199999999998,41913.96135714285,54847.5062,,8198.913285714287,53300.88721428572,1,14
2017,MWI,1715.2605,38863.76378571428,36902.18233333334,8055.8208,6648.432000000001,14704.2528,57917.011625,,,,4994.316,2842.575,,46426,2842.575,2.3845,275.3625,53757.38692857143,63162.67766666666,,12427.37157142857,59663.39421428571,1,14
2018,MWI,1388.049666666667,26073.30857142857,33935.72616666667,14965.4528,-4393.7498,10571.703,48228.808875,,,,1811.7167,4316.333333333333,,43214.002,4316.333333333333,2.048714285714286,754.8639999999999,58669.70921428572,64357.73083333333,,13238.68385714286,61966.67521428572,1,14
2019,MWI,2078.890833333333,21308.51413333334,35047.13933333333,9222.828833333333,-572.2835,8650.545333333335,39185.61977777779,,,,6303.251333333333,2743.913125,,48542.864,2743.913125,2.3148,535.0916999999999,64686.7892,73314.421,,14534.70806666667,62035.36353333334,1,15
2020,MWI,4377.2215,25696.08506666667,44959.32866666667,8650.545333333333,9796.825833333334,18447.37116666667,50279.26277777777,,,,5634.922500000001,6004.578818181818,,52185.816,6004.578818181818,2.539285714285714,565.0313,72884.14660000001,91020.11966666667,,15518.81766666667,67955.6096,1,15
2021,MWI,6389.624,33134.50357142857,69019.63116666667,18447.37116666666,3101.508833333333,21548.88,61597.23300000001,,,,5896.001727272727,8999.069444444445,,58423.528,8999.069444444445,.92475,638.5767,98099.50207142858,123467.8196666667,,23211.59692857143,85110.876,1,14
2022,MWI,6755.364666666665,66948.08421428571,106995.4826666667,37495.74916666667,31953.57433333333,69449.3235,82719.03075000001,,,,7098.765666666669,9656.936363636363,,36553.694,9656.936363636363,2.9198,525.0868999999998,108218.8925,163894.8308333333,,30148.04428571428,105053.7025,1,14
2023,MWI,12484.4305,87526.60985714287,127924.0688333333,72386.8235,12873.272,85260.09550000001,134392.252625,,,,12335.0146,14994.1387,,,14994.1387,1.78425,-1756.955999999999,127428.8967142857,209481.2051666667,,46770.78007142857,143032.4505,1,14
2024,MWI,27669.10825,134969.0946923077,222712.0345,108432.83,42497.9545,150930.7845,198855.5951111111,,,,16241.22877777778,21089.116,,,21089.116,.9723333333333333,4665.804222222222,198605.2898461538,392720.0175,,85749.10269230769,205667.427,1,13
2025,MWI,13909.36925,214343.2300769231,334453.995,150828.97525,96195.08675,247024.062,243279.8102222222,,,,14968.7446,26849.7667,,,26849.7667,,-8032.3415,307648.8240769231,583574.5294999999,,178972.5961538462,344087.865,1,13
1987,MYS,,1042.2324,,,,,,,0,,.7273333333333333,9.832599999999999,0,0,9.832599999999999,3.486,1.364,642.7168,,,49.72800000000001,236.055,1,5
1988,MYS,2.277,684.9567499999999,.868,,,,,,0,,.3636666666666666,10.40714285714286,0,0,10.40714285714286,3.518,5.564857142857143,482.5398571428572,10.184,,28.367875,407.681,1,8
1989,MYS,7.218627450980391,76.21994017094018,72.96968627450981,,,,1.171,20.1325,0,0,22.41055813953488,12.60945977011494,.7440588235294118,0,12.60990909090909,3.138230769230769,.1172807017543861,488.9177478260871,73.98483000000002,,55.24809401709401,383.6247391304348,1,117
1990,MYS,3.341345454545454,74.66542692307692,87.8195227272727,,,,1.294,-31.099,0,0,13.56368421052631,13.31026923076923,.5646190476190476,0,13.42427884615385,4.845,-.3598650793650792,512.4564804687502,88.98292201834862,,67.68854230769229,460.9416874999997,1,130
1991,MYS,5.911157894736843,98.39448120300753,90.91553508771928,,,,4.235,108.4376666666667,0,0,23.46224742268041,15.09727777777778,.56585,0,15.20206481481481,4.416181818181818,-.8325769230769234,631.2568931297708,100.6628584070797,,82.77530827067672,541.9611832061069,1,133
1992,MYS,9.223051724137932,95.80198550724639,122.4202586206896,,64.98466666666667,,46.169,-12.409,0,0,37.22798130841122,17.01341525423729,.1079565217391304,0,16.89131092436975,3.492181818181818,1.493796992481203,724.671294117647,114.8445565217391,22.12433333333333,95.32726811594205,615.3560073529414,1,138
1993,MYS,9.892230769230768,145.6431560283687,160.9852905982906,,83.07250000000001,,28.076,-8.654499999999999,0,0,32.01854901960784,20.91580645161291,.0982,0,20.93560483870968,3.198133333333334,1.423183823529412,881.15026618705,130.5174358974359,104.86,123.7472836879432,726.4573381294957,1,141
1994,MYS,16.64117553191489,188.7306088888888,148.3983457446809,-22.867,93.04666666666667,-21.9485,17.397,12.96080769230769,0,.6493857142857142,23.84530769230768,17.34675634517766,.0682222222222222,0,17.3592233502538,4.182062500000001,2.265317972350231,776.4090446428567,129.4610107526881,90.93599999999999,105.6993155555555,628.7679866071422,1,225
1995,MYS,22.02495673076923,137.9170278884463,144.7784278846153,123.29675,-6.064527777777783,119.8849285714286,649.8871428571429,-6.72376296296296,0,5.895104166666666,25.5364811827957,18.45448173515981,1.3114,0,18.84589726027396,5.743611111111111,2.289231404958677,873.4257171314738,139.1072926829268,75.79533333333333,117.6780458167331,722.2372111553773,1,251
1996,MYS,19.53366417910447,156.949,189.9672723880597,52.63036419753088,40.8995251396648,94.78580246913585,864.9450000000001,-6.43436923076923,.851063829787234,11.7799552238806,39.28152631578946,18.33332142857143,.0291960784313725,0,18.28480427046263,6.359249999999999,1.299090032154341,903.7476769230766,163.2432264150943,52.00037499999999,116.7961169230769,704.4704814814814,1,325
1997,MYS,14.49566867469879,112.4528470394737,150.2837730923696,56.7143989247312,3.350610323886638,63.49886774193549,140.01165,,0,,22.52527300613497,13.86898895582329,.0185212765957447,.1867333333333333,13.84488476953907,26.79580769230769,-2.607574010327021,731.2731175986855,153.0357981744422,17.13305263157896,68.66035444078948,533.788688118811,1,608
1998,MYS,18.7028235815603,71.44661046511621,124.0675664893616,62.10142589118201,-6.292405797101448,54.0677132216015,395.0334090909092,,2.040816326530612,,31.4054014084507,13.61539215686274,.0001,.1567850467289719,13.5858152173913,22.6995,-6.348528201219514,688.8192412790694,141.2466189189188,-80.84330769230769,-13.16642151162789,503.8718158660836,1,688
1999,MYS,8.111893964110932,72.20208367071514,118.4118572593801,58.42065674255693,6.64374054982819,64.24117832167828,426.2852999999999,,1.649484536082474,,36.23870783132525,15.25329333333335,0,.1823761467889908,15.21947228381376,12.78661403508772,-.4184560906515581,650.4576936572206,126.9697578512398,32.23275,14.67614709851551,426.7065378378376,1,741
2000,MYS,6.186748520710058,66.96081614906835,113.1413446745561,66.56101827242526,8.030808319738989,74.72841970198674,422.7210312499999,,0,,39.13643061224492,15.55545877378436,.5178585858585859,.2072990654205608,14.61143984220908,3.775915254237287,-.5919141347424041,641.548990062112,92.83584684684681,50.9972,35.25072422360247,417.3944484472049,1,805
2001,MYS,7.906576760563379,58.10686061684458,122.4882499999999,72.37433948635638,8.622074603174617,81.08833733974365,451.8751617647059,,0,,36.52443363402062,16.10190309278351,.6247184466019416,1.150175438596491,14.69599632352941,1.678627173913042,.9505961055276382,596.3491625148273,98.95148071428568,97.93899999999999,30.7433546856465,430.5655694774345,1,843
2002,MYS,11.35787300531914,66.60823595505626,108.8003597074468,79.23962951807238,9.230657270029667,88.15581559220387,347.9331176470589,,0,,38.07687210718635,14.7542846153846,.4899150943396226,.9421176470588236,12.93523996175907,1.609878489326766,.8164024532710278,679.7303792134836,79.80765899864679,129.3663333333333,34.86820955056177,439.5056993243237,1,890
2003,MYS,14.64201763990268,70.51524301964842,101.2748686131387,80.65825447042631,13.44975938337801,93.10695380434778,393.9956341463413,,.0909708737864078,,28.53919328193833,17.92518317610061,.0274259259259259,1.227846774193549,17.35674048706239,1.580729787234043,.5374967672413794,696.4398681489145,64.41577060270609,206.8006666666667,51.49945553257498,447.1446493775941,1,967
2004,MYS,15.41442750287688,84.59708620689653,111.933843498274,86.98315569620249,17.22082716049381,103.5570287499998,510.1720113636362,,.63944,,33.63368453608246,22.77752836879433,2.249888888888889,1.882322580645161,22.85379132231405,1.630509933774834,.1695992798353905,689.2315108374389,60.02247202797201,210.51025,56.85793300492612,469.7764615004936,1,1015
2005,MYS,17.15594215795328,87.27656119544582,121.282754727475,98.20941005917159,9.532127325581399,106.9743121353558,673.1979666666667,,1.376063157894737,,29.58101859296484,29.01152086137278,1.169586538461538,1.619833333333333,26.17999405469675,1.661895013123359,.9222775551102218,727.7466641366223,71.170674086758,437.4880000000001,61.32010104364337,513.3188704761898,1,1054
2006,MYS,26.7897536723164,163.6172653846151,148.7125926553672,124.5206450471698,1.708568075117368,125.7925634547591,1785.876361111111,,2.831792682926829,,40.95390355329952,40.17623542944788,.3078806818181818,1.579515151515152,34.77233442408379,1.850813449023859,2.927099897540984,791.6855836538449,170.8241514619884,,67.97073942307699,576.7085549132947,1,1040
2007,MYS,23.10636223862238,293.0995993852458,157.443963099631,130.1799967574578,19.66327863577862,149.2167819354838,2375.263456249998,,50,,40.29277888888892,46.61502151639354,.6335000000000001,0,45.95362424242434,2.931978873239436,1.503854415274462,876.3132592213107,94.41006499356494,,94.79080020491804,641.7355461065578,1,976
2008,MYS,14.06185687960688,309.857460350155,180.802804054054,154.5405899742931,12.67431169665809,167.1702172236504,2132.544993630573,,215,,59.91846243093923,80.38587584650116,103.7608571428571,0,81.10997544642859,4.290471698113207,-.294365795724465,964.0003228630272,97.75557060333767,,96.00409680741488,734.7815334706487,1,971
2009,MYS,35.01055889724315,334.0786445026181,198.4823684210524,169.1776864516127,14.38637048969072,183.8188010335919,2076.786121019107,,,,57.30159301014652,827.8405893271462,.5973333333333333,0,825.9284398148149,3.754679104477611,-.1783555825242722,1098.082959162304,131.1139490322579,,85.52413193717271,742.292270680628,1,955
2010,MYS,22.30516997518608,303.1729323621227,238.203350496278,182.7234974587041,35.26856755050508,216.838495580808,1889.262990322581,,,,55.91673177676535,64.87010792951546,6.829666666666665,3.245339130434783,64.68387692307695,4.938457627118645,3.383868990384616,1160.423729448491,135.5270113350127,,115.8000598335067,799.5441331945891,1,961
2011,MYS,21.76929691516714,372.0708935483869,248.2736002570695,215.0965234680572,6.473598958333337,221.8393322454311,2576.281019736841,,,,70.16367615658356,80.3427060185185,.299,7.400857142857142,80.34339814814813,6.07982,.305375155279503,1281.412187096775,147.5713198959687,,126.950135483871,899.9014112903221,1,930
2012,MYS,31.58074369189909,372.4733362831859,288.9139508632139,222.4767530446546,39.15597978436659,260.7332371967656,2854.610768211922,,,,51.52755652173913,98.61400239234442,.5715,240.853,99.6997995110024,5.244733333333334,.2445992366412215,1450.275308628318,160.035147574124,,145.1829474557522,970.746297671841,1,904
2013,MYS,43.66202617449662,379.9348365061587,285.6483389261745,256.5687523744912,-8.372553450608939,247.8371863143633,2865.998594594595,,,,51.64972389937106,105.9505665859564,1.209333333333333,258.7295,105.7034106280193,4.974614583333334,-.1583575096277278,1611.584739081748,155.7857963464139,,143.0636287793953,1005.057664237669,1,893
2014,MYS,40.78750667556739,383.3764821826276,294.3109272363151,233.3737661290322,9.085845381526109,241.8461233243969,2885.721661073824,,,,49.63056054931334,117.5983464373464,3.490666666666666,183.333,117.3357818627451,5.637580000000001,-.370694373401535,1759.687032850777,169.2718246318609,,145.6916158129174,1054.172731625835,1,898
2015,MYS,34.88493503937011,362.9357441133185,299.9075542432196,238.668370004392,.0415619798510657,238.0826721419188,2921.795177083333,,,,65.93816176470598,115.0014019851117,3.453333333333333,153.368,114.7423886138614,5.08516216216216,-1.979528858218318,1930.052974245767,172.3790735873851,,139.47313263429,1042.876422651932,1,906
2016,MYS,34.98081640624998,369.0205571376414,308.4705347222223,231.4833363874346,5.225455613577021,236.1043942558746,2711.930434482759,,,,68.03627615571777,119.1778045685279,4.733999999999999,82.923,118.6237146464646,4.772054545454544,.3504770186335396,2021.977838444689,185.3121372932985,,133.4091301569916,1073.49750912742,1,913
2017,MYS,82.53827352572137,385.8776104630614,321.968776453367,225.240486792453,16.94907904642409,241.9270923366834,2787.466136986298,,,,84.55392316647259,127.3130294117647,13.74142857142857,171.1365,126.6177761557178,3.633157342657343,1.114950180072027,2051.409347826088,203.458023839398,,148.5807787203958,1101.709491162954,1,943
2018,MYS,37.345962345679,385.8448404811718,323.4723382716049,237.2979368029739,5.35820235148514,242.3711423267324,2648.438297945206,,,,82.07538346727893,125.3107989690722,22.18200000000001,186.77,123.9655076142132,3.396685131195335,-.2499306872037912,2037.93009832636,188.4129332509272,,117.2889001046025,1120.044980125524,1,956
2019,MYS,26.63930625752102,360.1226415384618,327.7824097472923,230.5801439759035,5.875153012048189,236.5755921686749,2989.351194444444,,,,105.2103428571427,120.0129340796019,34.13411111111112,349.1035,119.5872081280787,3.272533333333334,.365169942196532,2061.301576410257,178.5228100120628,,118.0538235897437,1106.130010769231,1,975
2020,MYS,34.0724874401914,374.9726110542475,312.3867613636362,234.7835598802394,-9.111627544910178,225.5931413173651,3344.037021276594,,,,98.73345856052356,102.7131059782609,36.217125,323.7125,101.84,2.596446475195822,-.0288957373271887,2065.31099283521,181.2190640718559,,73.9391530194472,990.6634206755365,1,977
2021,MYS,30.37132808857811,389.1496535000002,315.1356346153846,219.8517222222223,26.73316374269008,247.7637152046781,3171.042764084509,,,,98.60742279020234,145.00502734375,49.40716666666666,357.8075,145.0216930051814,2.497598214285715,-.4706777277840269,2028.564086000002,221.869038506418,,106.2209045000001,1087.7241075,1,1000
2022,MYS,40.00823878020718,377.7016119329388,293.4080797933412,246.4327494252873,-15.34642594718711,227.8668780207135,3403.214272727272,,,,117.8045921730175,141.2526741854637,58.65128571428571,267.175,141.2198432835822,2.156458598726116,-2.569854767184035,2127.287257396449,204.9321555683123,,166.0599886587771,1234.925308185403,1,1014
2023,MYS,35.73662025316457,351.6457133464831,311.855365825688,226.9082803899081,23.82131135321099,250.6447574541281,3443.697017605632,,,,121.1397878632478,136.8098756097561,62.56766666666667,10.11,136.3948212560387,2.174674329501915,-.9569156424581003,2208.206306706113,222.6470378440368,,136.7471222879684,1275.193949868508,1,1014
2024,MYS,68.86917881548958,340.6078957925632,311.0751857954544,247.8884436860066,3.435944886363636,253.7475858930605,3583.927306338028,,,,107.5659243654821,140.5916028708135,27.931625,,139.458023640662,2.598237676056337,2.509610497237566,2244.482090508809,272.4982804323095,,163.3974613502933,1339.544560176125,1,1022
2025,MYS,33.24182972322508,347.3524777887467,349.0182013729986,259.3813009153317,1.364497711670487,260.9753636884305,3659.07360791367,,,,110.6778814968815,169.3190333333333,61.82914285714286,,168.6483325471698,2.582362962962963,2.765059976247031,2351.677902270485,238.1650652173917,,170.8764254689044,1382.374240118576,1,1013
2026,MYS,56.98974285714286,413.8908695652175,243.0134246575342,154.6929863013699,39.32465753424658,194.0176712328766,2733.922894736842,,,,65.6084625,77.25191304347825,10.85,,74.48516666666666,3.856,-27.33125,2146.540413043479,58.90799999999999,,196.141847826087,901.3228586956521,1,92
1996,NAM,0,0,0,9.601000000000001,-11.467,-1.866,,,,,0,,,,,2.047,0,254.475,0,,12.705,282.102,1,1
1999,NAM,0,1.572,1.572,3.256,-1.684,1.572,,,,,,,,,,,0,67.502,0,,3.74,218.493,1,1
2000,NAM,0,0,0,1.572,-7.31,-5.739,,,,,,,,,,,0,73.70999999999999,0,,4.147,233.649,1,1
2001,NAM,0,0,0,-5.739,-5.405,-11.144,,,,,,5,,,5,,0,83.261,.034,,2.546,264.232,1,1
2002,NAM,0,0,0,-11.144,-.242,-11.386,,,,,,5,,,5,,0,69.065,.082,,.63,306.451,1,1
2003,NAM,0,8.175000000000001,0,-11.386,-2.567,-13.953,16.35,,,,,9.3995,,,9.3995,.457,0,183.3325,.079,,12.57,193.9215,1,2
2004,NAM,0,82.44449999999999,44.9115,30.036,9.865500000000001,39.9015,405.6095,,,,34.893,45.212,,0,45.212,.8915000000000001,9.947666666666667,471.874,22.096,,84.90650000000001,592.48225,1,4
2005,NAM,1.106,61.16175,54.8145,39.9015,7.7145,47.616,103.9105,,,,23.8355,56.7535,5.025,0,59.26600000000001,.8409999999999999,0,497.5905,44.791,,107.13175,540.25925,1,4
